"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","B_deg","B_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"1",1,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 14:21:00,685,23,50,2025-04-22 14:31:00,685,22.2,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,60,0,"LB",600,10,1,1,685,3.68368,3.76434452554745,TRUE,TRUE,TRUE,TRUE,50.5,22.6,27.9,14.35,14.5166666666667,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,14.9512742642601,15.1179409309268,15.0346075975934,FALSE,22.7842976348569,0.397661011482609,54.5382279278027,0.951871645543281,0.895371359565611,0.880631403430875,50.4564627232716,1.34143698443417,76.8586776908342
"2",2,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 14:31:00,200,22.2,51,2025-04-22 14:41:00,200,22.4,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,0,200,0,0,TRUE,TRUE,FALSE,TRUE,51,22.3,28.7,14.5166666666667,14.6833333333333,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,15.1179409309268,15.2846075975934,15.2012742642601,FALSE,22.7842976348569,0.397661011482609,57.0382279278027,0.995504876843139,0.895371359565611,0.907311420118509,51.9851150768117,1.38006236465046,79.0717489593155
"3",3,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 14:41:00,200,22.4,51,2025-04-22 14:55:00,200,22.9,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",840,14,1,0,200,0,0,TRUE,TRUE,FALSE,TRUE,51,22.65,28.35,14.6833333333333,14.9166666666667,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,15.2846075975934,15.5179409309268,15.4012742642601,FALSE,22.7842976348569,0.397661011482609,60.0382279278027,1.04786475440297,0.895371359565611,0.939584092517204,53.8342029988653,1.42507395682776,81.6507232202391
"4",4,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 14:55:00,685,22.9,51,2025-04-22 15:12:00,685,24.5,55,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",1020,17,1,4,685,14.73472,15.0573781021898,TRUE,TRUE,TRUE,TRUE,53,23.7,29.3,14.9166666666667,15.2,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,15.5179409309268,15.8012742642601,15.6596075975934,FALSE,22.7842976348569,0.397661011482609,63.9132279278027,1.11549626291775,0.895371359565611,0.981572525250166,56.239962982833,1.48133329201074,84.8741456844357
"5",5,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 15:12:00,250,24.5,55,2025-04-22 15:22:00,230,25.5,55,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,0,240,0,0,TRUE,TRUE,FALSE,TRUE,55,25,30,15.2,15.3666666666667,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,15.8012742642601,15.9679409309268,15.8846075975934,FALSE,22.7842976348569,0.397661011482609,67.2882279278027,1.17440112517256,0.895371359565611,1.01831889485038,58.345374873353,1.52886299133945,87.5973968574964
"6",6,"Brother",2022-07-06,0.528,4186,2.45,2025-04-22 15:22:00,100,25.5,55,2025-04-22 15:32:00,100,26.1,50,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,-5,100,-18.4184,-128.9288,TRUE,TRUE,FALSE,TRUE,52.5,25.8,26.7,15.3666666666667,15.5333333333333,187,183.452054794521,3.20184237571343,-4.41954414439463,36.0764558556054,15.9679409309268,16.1346075975934,16.0512742642601,FALSE,22.7842976348569,0.397661011482609,69.7882279278027,1.21803435647242,0.895371359565611,1.04559001743,59.9078950997494,1.56332117027398,89.5717050801515
"7",7,"Brother",2022-07-08,0.528,4186,0.9,2025-04-22 13:17:00,685,22.9,61,2025-04-22 13:27:00,685,22.9,73,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,12,685,44.20416,45.1721343065693,TRUE,TRUE,TRUE,TRUE,67,22.9,44.1,13.2833333333333,13.45,189,185.424657534247,3.23627078835551,-4.76794090626203,35.728059093738,13.8788009848956,14.0454676515623,13.962134318229,TRUE,22.5805410669001,0.3941047884992,38.364029546869,0.669578629925252,0.895371359565611,0.719210578232873,41.2077307139071,1.05498212943941,60.4460234786028
"8",8,"Brother",2022-07-08,0.528,4186,0.9,2025-04-22 13:27:00,685,22.9,73,2025-04-22 13:37:00,685,22.9,78,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,5,685,18.4184,18.8217226277372,TRUE,TRUE,TRUE,TRUE,75.5,22.9,52.6,13.45,13.6166666666667,189,185.424657534247,3.23627078835551,-4.76794090626203,35.728059093738,14.0454676515623,14.212134318229,14.1288009848956,FALSE,22.5805410669001,0.3941047884992,40.864029546869,0.71321186122511,0.895371359565611,0.74326038826614,42.5856833269047,1.10339188901824,63.2196983897124
"9",9,"Brother",2022-07-08,0.528,4186,0.9,2025-04-22 13:37:00,400,22.9,78,2025-04-22 13:47:00,400,22.9,75,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,-3,400,-11.05104,-19.33932,TRUE,TRUE,FALSE,TRUE,76.5,22.9,53.6,13.6166666666667,13.7833333333333,189,185.424657534247,3.23627078835551,-4.76794090626203,35.728059093738,14.212134318229,14.3788009848956,14.2954676515623,FALSE,22.5805410669001,0.3941047884992,43.364029546869,0.756845092524969,0.895371359565611,0.767893778302283,43.9970726110754,1.14989069756311,65.8838838717204
"10",10,"Brother",2022-07-09,0.528,4186,0.1,2025-04-22 10:00:00,330,19.9,21.7,2025-04-22 10:10:00,332,19.9,31,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,9.3,331,34.258224,72.4494163141994,TRUE,FALSE,FALSE,FALSE,26.35,19.9,6.45,10,10.1666666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,10.5927094704077,10.7593761370744,10.6760428037411,TRUE,22.4688322289262,0.392155101472978,-10.9687158877679,-0.191440206957363,0.895371359565611,0.524686592699943,30.0623273288064,-0.358635293586457,-20.5482887069392
"11",11,"Brother",2022-07-09,0.528,4186,0.1,2025-04-22 10:10:00,332,19.9,31,2025-04-22 10:20:00,367,21.2,50,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,19,349.5,69.98992,140.180097281831,TRUE,FALSE,FALSE,TRUE,40.5,20.55,19.95,10.1666666666667,10.3333333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,10.7593761370744,10.9260428037411,10.8427094704077,TRUE,22.4688322289262,0.392155101472978,-8.4687158877679,-0.147806975657505,0.895371359565611,0.516128488799139,29.5719840946558,-0.279375310704953,-16.0070262035498
"12",12,"Brother",2022-07-09,0.528,4186,0.9,2025-04-22 10:20:00,367,21.2,50,2025-04-22 10:30:00,637,21.2,49,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-1,502,-3.68368,-5.13660557768924,TRUE,TRUE,FALSE,TRUE,49.5,21.2,28.3,10.3333333333333,10.5,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,10.9260428037411,11.0927094704077,11.0093761370744,TRUE,22.4688322289262,0.392155101472978,-5.96871588776789,-0.104173744357646,0.895371359565611,0.509673411435919,29.2021354053129,-0.198248674347128,-11.3588123341539
"13",13,"Brother",2022-07-09,0.528,4186,1.6,2025-04-22 10:30:00,637,21.2,49,2025-04-22 10:40:00,178,22.5,44,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-5,407.5,-18.4184,-31.6389693251534,TRUE,TRUE,FALSE,TRUE,46.5,21.85,24.65,10.5,10.6666666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.0927094704077,11.2593761370744,11.1760428037411,TRUE,22.4688322289262,0.392155101472978,-3.46871588776792,-0.0605405130577883,0.895371359565611,0.505406795473027,28.9576763178361,-0.115736921468929,-6.63123713400668
"14",14,"Brother",2022-07-09,0.528,4186,0.7,2025-04-22 10:40:00,178,22.5,44,2025-04-22 10:50:00,325,23.6,38,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-6,251.5,-22.10208,-61.5167236580517,TRUE,TRUE,FALSE,TRUE,41,23.05,17.95,10.6666666666667,10.8333333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.2593761370744,11.4260428037411,11.3427094704077,TRUE,22.4688322289262,0.392155101472978,-0.968715887767904,-0.0169072817579298,0.895371359565611,0.503387465959209,28.8419772592481,-0.0323920826207859,-1.8559296238101
"15",15,"Brother",2022-07-09,0.528,4186,0.7,2025-04-22 10:50:00,325,23.6,38,2025-04-22 11:00:00,186,25.1,42,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,4,255.5,14.73472,40.369095890411,TRUE,TRUE,FALSE,TRUE,40,24.35,15.65,10.8333333333333,11,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.4260428037411,11.5927094704077,11.5093761370744,TRUE,22.4688322289262,0.392155101472978,1.53128411223211,0.0267259495419288,0.895371359565611,0.503643944832103,28.8566724161991,0.0511892477377614,2.93292785182333
"16",16,"Brother",2022-07-09,0.528,4186,0,2025-04-22 11:00:00,186,25.1,42,2025-04-22 11:10:00,335,26,45,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,3,260.5,11.05104,29.6956928982726,TRUE,TRUE,FALSE,TRUE,43.5,25.55,17.95,11,11.1666666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.5927094704077,11.7593761370744,11.6760428037411,TRUE,22.4688322289262,0.392155101472978,4.03128411223208,0.0703591808417864,0.895371359565611,0.506172584735975,29.0015528105994,0.134397523852471,7.70041089375539
"17",17,"Brother",2022-07-09,0.528,4186,2.3,2025-04-22 11:10:00,335,26,45,2025-04-22 11:20:00,335,27.5,41,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-4,335,-14.73472,-30.7889671641791,TRUE,TRUE,FALSE,TRUE,43,26.75,16.25,11.1666666666667,11.3333333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.7593761370744,11.9260428037411,11.8427094704077,TRUE,22.4688322289262,0.392155101472978,6.5312841122321,0.113992412141645,0.895371359565611,0.510937810432519,29.2745801314386,0.216643569202877,12.4127621739752
"18",18,"Brother",2022-07-09,0.528,4186,0,2025-04-22 11:20:00,335,27.5,41,2025-04-22 11:30:00,401,27.3,44,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,3,368,11.05104,21.021,TRUE,TRUE,FALSE,TRUE,42.5,27.4,15.1,11.3333333333333,11.5,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,11.9260428037411,12.0927094704077,12.0093761370744,TRUE,22.4688322289262,0.392155101472978,9.03128411223211,0.157625643441503,0.895371359565611,0.517874430955106,29.6720192114667,0.297389222229355,17.0391473064202
"19",19,"Brother",2022-07-09,0.528,4186,0.1,2025-04-22 11:30:00,401,27.3,44,2025-04-22 11:40:00,98.2,25.2,39,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-5,249.6,-18.4184,-51.6541666666667,TRUE,TRUE,FALSE,TRUE,41.5,26.25,15.25,11.5,11.6666666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,12.0927094704077,12.2593761370744,12.1760428037411,TRUE,22.4688322289262,0.392155101472978,11.5312841122321,0.201258874741361,0.895371359565611,0.526891678133066,30.1886694175901,0.376171559668476,21.5530427418573
"20",20,"Brother",2022-07-09,0.528,4186,1,2025-04-22 14:15:00,408,23.6,22.7,2025-04-22 14:25:00,765,23.1,42,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,19.3,586.5,71.095024,84.8533960784314,TRUE,TRUE,FALSE,FALSE,32.35,23.35,9,14.25,14.4166666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,14.8427094704077,15.0093761370744,14.9260428037411,FALSE,22.4688322289262,0.392155101472978,52.7812841122321,0.921207191189022,0.895371359565611,0.866185945890281,49.6287989730602,1.3088790984221,74.9932482324748
"21",21,"Brother",2022-07-09,0.528,4186,3.7,2025-04-22 14:25:00,765,23.1,42,2025-04-22 14:35:00,823,23.7,59,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,17,794,62.62256,55.20880604534,FALSE,TRUE,TRUE,TRUE,50.5,23.4,27.1,14.4166666666667,14.5833333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.0093761370744,15.1760428037411,15.0927094704077,FALSE,22.4688322289262,0.392155101472978,55.2812841122321,0.964840422488881,0.895371359565611,0.892669485348348,51.1461940105756,1.34834931410033,77.2547250073085
"22",22,"Brother",2022-07-09,0.528,4186,0,2025-04-22 14:35:00,823,23.7,59,2025-04-22 14:45:00,825,23.5,59,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,824,0,0,TRUE,TRUE,TRUE,TRUE,59,23.6,35.4,14.5833333333333,14.75,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.1760428037411,15.3427094704077,15.2593761370744,FALSE,22.4688322289262,0.392155101472978,57.7812841122321,1.00847365378874,0.895371359565611,0.91938747070819,52.6770218087869,1.38672091663109,79.4532558854745
"23",23,"Brother",2022-07-09,0.528,4186,1,2025-04-22 14:45:00,825,23.5,59,2025-04-22 14:55:00,867,23.1,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,3,846,11.05104,9.1438865248227,TRUE,TRUE,TRUE,TRUE,60.5,23.3,37.2,14.75,14.9166666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.3427094704077,15.5093761370744,15.4260428037411,FALSE,22.4688322289262,0.392155101472978,60.2812841122321,1.0521068850886,0.895371359565611,0.946294780703427,54.2186971095642,1.42410591910792,81.5952587444826
"24",24,"Brother",2022-07-09,0.528,4186,1.8,2025-04-22 14:55:00,867,23.1,62,2025-04-22 15:05:00,749,23.5,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,808,0,0,TRUE,TRUE,FALSE,TRUE,62,23.3,38.7,14.9166666666667,15.0833333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.5093761370744,15.6760428037411,15.5927094704077,FALSE,22.4688322289262,0.392155101472978,62.7812841122321,1.09574011638846,0.895371359565611,0.973349573452996,55.7688225497156,1.46060853780936,83.6867047372505
"25",25,"Brother",2022-07-09,0.528,4186,2.9,2025-04-22 15:05:00,749,23.5,62,2025-04-22 15:15:00,739,23.5,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,744,0,0,FALSE,TRUE,TRUE,TRUE,62,23.5,38.5,15.0833333333333,15.25,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.6760428037411,15.8427094704077,15.7593761370744,FALSE,22.4688322289262,0.392155101472978,65.2812841122321,1.13937334768831,0.895371359565611,1.00051285028681,57.3251636700388,1.4963256815775,85.733146331427
"26",26,"Brother",2022-07-09,0.528,4186,2.1,2025-04-22 15:15:00,739,23.5,62,2025-04-22 15:25:00,841,24.6,72,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,790,36.8368,32.6402025316456,TRUE,TRUE,FALSE,TRUE,67,24.05,42.95,15.25,15.4166666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,15.8427094704077,16.0093761370744,15.9260428037411,FALSE,22.4688322289262,0.392155101472978,67.7812841122321,1.18300657898817,0.895371359565611,1.02774806290467,58.8856264071832,1.531347478574,87.7397474902905
"27",27,"Brother",2022-07-09,0.528,4186,3.3,2025-04-22 15:25:00,841,24.6,72,2025-04-22 15:35:00,996,23,60,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,-12,918.5,-44.20416,-33.6885269461078,FALSE,TRUE,FALSE,TRUE,66,23.8,42.2,15.4166666666667,15.5833333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,16.0093761370744,16.1760428037411,16.0927094704077,FALSE,22.4688322289262,0.392155101472978,70.2812841122321,1.22663981028803,0.895371359565611,1.05502076065946,60.448236884469,1.56575781243888,89.7113143923842
"28",28,"Brother",2022-07-09,0.528,4186,1.4,2025-04-22 15:35:00,996,23,60,2025-04-22 15:45:00,777,21.9,70,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,886.5,36.8368,29.0871517202482,TRUE,TRUE,FALSE,TRUE,65,22.45,42.55,15.5833333333333,15.75,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,16.1760428037411,16.3427094704077,16.2593761370744,FALSE,22.4688322289262,0.392155101472978,72.7812841122321,1.27027304158789,0.895371359565611,1.08229827439837,62.0111232973183,1.59963484876939,91.6523255965337
"29",29,"Brother",2022-07-09,0.528,4186,1.1,2025-04-22 15:45:00,777,21.9,70,2025-04-22 15:55:00,801,23.7,80,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,789,36.8368,32.6815716096324,TRUE,TRUE,TRUE,TRUE,75,22.8,52.2,15.75,15.9166666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,16.3427094704077,16.5093761370744,16.4260428037411,FALSE,22.4688322289262,0.392155101472978,75.2812841122321,1.31390627288775,0.895371359565611,1.10954943323488,63.5724996854913,1.63305153933974,93.5669609315092
"30",30,"Brother",2022-07-09,0.528,4186,0,2025-04-22 16:10:00,837,24,24,2025-04-22 16:20:00,643,23.3,57.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,33.6,740,123.771648,117.081288648649,TRUE,TRUE,FALSE,FALSE,40.8,23.65,17.15,16.1666666666667,16.3333333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,16.7593761370744,16.9260428037411,16.8427094704077,FALSE,22.4688322289262,0.392155101472978,81.5312841122321,1.42298935113739,0.895371359565611,1.17736808716042,67.4582223276827,1.71501641094293,98.2632021427038
"31",31,"Brother",2022-07-09,0.528,4186,0,2025-04-22 16:20:00,643,23.3,57.6,2025-04-22 16:30:00,743,23.7,65.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,7.7,693,28.364336,28.6508444444444,TRUE,TRUE,TRUE,TRUE,61.45,23.5,37.95,16.3333333333333,16.5,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,16.9260428037411,17.0927094704077,17.0093761370744,FALSE,22.4688322289262,0.392155101472978,84.0312841122321,1.46662258243725,0.895371359565611,1.20429750837328,69.0011645079098,1.7473318195727,100.114738670431
"32",32,"Brother",2022-07-09,0.528,4186,2,2025-04-22 16:30:00,743,23.7,65.3,2025-04-22 16:40:00,199,23.8,62.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,-3.09999999999999,471,-11.419408,-16.9715193205944,TRUE,TRUE,FALSE,TRUE,63.75,23.75,40,16.5,16.6666666666667,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,17.0927094704077,17.2593761370744,17.1760428037411,FALSE,22.4688322289262,0.392155101472978,86.5312841122321,1.51025581373711,0.895371359565611,1.23107262198283,70.5352655137205,1.77946251658168,101.955692001859
"33",33,"Brother",2022-07-09,0.528,4186,2,2025-04-22 16:40:00,199,23.8,62.2,2025-04-22 16:50:00,672,22.3,57.9,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,-4.3,435.5,-15.839824,-25.4601074626866,TRUE,TRUE,FALSE,TRUE,60.05,23.05,37,16.6666666666667,16.8333333333333,190,186.41095890411,3.25348499467655,-4.93343177553583,35.5625682244642,17.2593761370744,17.4260428037411,17.3427094704077,FALSE,22.4688322289262,0.392155101472978,89.0312841122321,1.55388904503697,0.895371359565611,1.25766659697817,72.0589880414296,1.81146028128252,103.789028873069
"34",34,"Brother",2022-07-12,0.528,4186,0,2025-04-22 11:10:00,713,24.1,33.6,2025-04-22 11:20:00,712,24.7,63.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,30.2,712.5,111.247136,109.295431859649,TRUE,TRUE,TRUE,TRUE,48.7,24.4,24.3,11.1666666666667,11.3333333333333,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,11.75174344284,11.9184101095066,11.8350767761733,TRUE,22.0949273788723,0.385629230750363,6.30230328519861,0.109995942785971,0.895371359565611,0.516871722326646,29.6145682389746,0.207309936137981,11.8779843918329
"35",35,"Brother",2022-07-12,0.528,4186,0,2025-04-22 11:20:00,712,24.7,63.8,2025-04-22 11:30:00,768,25.4,70.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,6.40000000000001,740,23.575552,22.3011978378379,TRUE,TRUE,TRUE,TRUE,67,25.05,41.95,11.3333333333333,11.5,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,11.9184101095066,12.0850767761733,12.00174344284,TRUE,22.0949273788723,0.385629230750363,8.8023032851986,0.153629174085829,0.895371359565611,0.523554890383799,29.9974855624261,0.287542917860767,16.4749956222988
"36",36,"Brother",2022-07-12,0.528,4186,0,2025-04-22 11:30:00,768,25.4,70.2,2025-04-22 11:40:00,762,26,79.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,9.5,765,34.99496,32.0215320261438,TRUE,TRUE,TRUE,TRUE,74.95,25.7,49.25,11.5,11.6666666666667,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,12.0850767761733,12.25174344284,12.1684101095066,TRUE,22.0949273788723,0.385629230750363,11.3023032851986,0.197262405385688,0.895371359565611,0.532312707896492,30.4992715436492,0.365909713066694,20.9650822415645
"37",37,"Brother",2022-07-12,0.528,4186,0,2025-04-22 11:40:00,762,26,79.7,2025-04-22 11:50:00,866,26.3,82,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,2.3,814,8.47246399999999,7.2859027027027,TRUE,TRUE,FALSE,TRUE,80.85,26.15,54.7,11.6666666666667,11.8333333333333,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,12.25174344284,12.4184101095066,12.3350767761733,TRUE,22.0949273788723,0.385629230750363,13.8023032851986,0.240895636685546,0.895371359565611,0.543038522019949,31.1138154247651,0.442037953496206,25.3269091199328
"38",38,"Brother",2022-07-12,0.528,4186,0,2025-04-22 11:50:00,866,26.3,82,2025-04-22 12:00:00,684,27.2,83.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,1.09999999999999,775,4.05204799999998,3.65991432258063,TRUE,TRUE,FALSE,TRUE,82.55,26.75,55.8,11.8333333333333,12,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,12.4184101095066,12.5850767761733,12.50174344284,TRUE,22.0949273788723,0.385629230750363,16.3023032851986,0.284528867985404,0.895371359565611,0.555610667297116,31.8341462885721,0.515647809872516,29.5444432208595
"39",39,"Brother",2022-07-12,0.528,4186,1,2025-04-22 12:00:00,684,27.2,83.1,2025-04-22 12:10:00,640,27.4,81.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,-2,662,-7.36736,-7.79025981873112,TRUE,TRUE,TRUE,TRUE,82.1,27.3,54.8,12,12.1666666666667,193,189.369863013699,3.30512761363967,-5.39139342960276,35.1046065703972,12.5850767761733,12.75174344284,12.6684101095066,TRUE,22.0949273788723,0.385629230750363,18.8023032851986,0.328162099285262,0.895371359565611,0.569897913105528,32.6527451742601,0.586551094634245,33.6069021913208
