"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","B_deg","B_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"615",615,"Proto4",2022-08-13,0.528,4186,0.9,2025-04-22 13:45:00,1020,31.2,31.8,2025-04-22 13:55:00,1007,31.3,68.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,116,36.5,1013.5,134.45432,92.8643552047361,TRUE,FALSE,TRUE,FALSE,50.05,31.25,18.8,13.75,13.9166666666667,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,14.3375784818087,14.5042451484754,14.4209118151421,FALSE,14.9115690186782,0.260255976014314,45.1273544542624,0.787620917941408,0.895371359565611,0.892979235033181,51.163941360222,1.07408451030379,61.5405092807831
"616",616,"Proto4",2022-08-13,0.528,4186,1.2,2025-04-22 13:55:00,1007,31.3,68.3,2025-04-22 14:05:00,1010,31,76.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,116,8,1008.5,29.46944,20.4547426871591,TRUE,FALSE,TRUE,TRUE,72.3,31.15,41.15,13.9166666666667,14.0833333333333,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,14.5042451484754,14.6709118151421,14.5875784818087,FALSE,14.9115690186782,0.260255976014314,47.6273544542624,0.831254149241267,0.895371359565611,0.917241903060051,52.5540898378887,1.11793320125964,64.0528542097267
"617",617,"Proto4",2022-08-13,0.528,4186,1.9,2025-04-22 14:05:00,1010,31,76.3,2025-04-22 14:15:00,1020,31.4,82.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,116,6.40000000000001,1015,23.575552,16.2590013793104,TRUE,FALSE,TRUE,TRUE,79.5,31.2,48.3,14.0833333333333,14.25,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,14.6709118151421,14.8375784818087,14.7542451484754,FALSE,14.9115690186782,0.260255976014314,50.1273544542625,0.874887380541125,0.895371359565611,0.942020515082203,53.9737997289502,1.16050578322024,66.492083479044
"618",618,"Proto4",2022-08-13,0.528,4186,0,2025-04-22 14:15:00,1020,31.4,82.7,2025-04-22 14:25:00,1014,31.9,89.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,116,6.89999999999999,1017,25.417392,17.4947634218289,TRUE,FALSE,TRUE,TRUE,86.15,31.65,54.5,14.25,14.4166666666667,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,14.8375784818087,15.0042451484754,14.9209118151421,FALSE,14.9115690186782,0.260255976014314,52.6273544542624,0.918520611840983,0.895371359565611,0.967256123061289,55.4196935595984,1.20189848665178,68.8637106883075
"619",619,"Proto4",2022-08-13,0.528,4186,0,2025-04-22 14:35:00,1002,31.9,32.5,2025-04-22 14:45:00,1047,31.7,71.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,117,39.2,1024.5,144.400256,98.6629372376769,TRUE,FALSE,TRUE,FALSE,52.1,31.8,20.3,14.5833333333333,14.75,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,15.1709118151421,15.3375784818087,15.2542451484754,FALSE,14.9115690186782,0.260255976014314,57.6273544542625,1.0057870744407,0.895371359565611,1.01888194612228,58.3776353348824,1.28151795636997,73.4255702702299
"620",620,"Proto4",2022-08-13,0.528,4186,1.6,2025-04-22 14:45:00,1047,31.7,71.7,2025-04-22 14:55:00,1011,31.8,77.9,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,117,6.2,1029,22.838816,15.5366095238095,TRUE,FALSE,TRUE,TRUE,74.8,31.75,43.05,14.75,14.9166666666667,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,15.3375784818087,15.5042451484754,15.4209118151421,FALSE,14.9115690186782,0.260255976014314,60.1273544542624,1.04942030574056,0.895371359565611,1.04517271167,59.8839852409344,1.319924155683,75.6260833980045
"621",621,"Proto4",2022-08-13,0.528,4186,2,2025-04-22 14:55:00,1011,31.8,77.9,2025-04-22 15:05:00,1034,32.2,84,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,117,6.09999999999999,1022.5,22.470448,15.3831917848411,TRUE,FALSE,TRUE,TRUE,80.95,32,48.95,14.9166666666667,15.0833333333333,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,15.5042451484754,15.6709118151421,15.5875784818087,FALSE,14.9115690186782,0.260255976014314,62.6273544542624,1.09305353704042,0.895371359565611,1.07172092614428,61.405085883919,1.35750864670295,77.7795161085948
"622",622,"Proto4",2022-08-13,0.528,4186,1.1,2025-04-22 15:05:00,1034,32.2,84,2025-04-22 15:15:00,1006,32.9,88.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",10,1,NA,0,"LB",600,10,117,4.2,1020,15.471456,10.617665882353,TRUE,FALSE,TRUE,TRUE,86.1,32.55,53.55,15.0833333333333,15.25,225,220.931506849315,3.85598221591295,-5.24129109147514,35.2547089085249,15.6709118151421,15.8375784818087,15.7542451484754,FALSE,14.9115690186782,0.260255976014314,65.1273544542625,1.13668676834027,0.895371359565611,1.0984841594465,62.93850619826,1.39435244826072,79.8905104390728
"623",623,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 10:10:00,630,19,30,2025-04-22 10:20:00,630,21,57,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,118,27,630,62.1621,69.069,TRUE,FALSE,TRUE,TRUE,43.5,20,23.5,10.1666666666667,10.3333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,10.8085667825618,10.9752334492285,10.8919001158952,TRUE,23.4418808780896,0.409138004182963,-6.99299652314468,-0.122050813909391,0.895371359565611,0.49528750088436,28.3778834462559,-0.237234908298558,-13.5925589986805
"624",624,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 10:20:00,630,21,57,2025-04-22 10:30:00,630,22,80,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,118,23,630,52.9529,58.8365555555556,TRUE,TRUE,TRUE,TRUE,68.5,21.5,47,10.3333333333333,10.5,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,10.9752334492285,11.1419001158952,11.0585667825618,TRUE,23.4418808780896,0.409138004182963,-4.49299652314469,-0.0784175826095325,0.895371359565611,0.489992309804208,28.0744913456478,-0.153317080582528,-8.78442164464598
"625",625,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 10:42:00,630,22,22,2025-04-22 10:52:00,700,22,45,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,119,23,665,52.9529,55.7398947368421,TRUE,TRUE,TRUE,FALSE,33.5,22,11.5,10.7,10.8666666666667,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,11.3419001158952,11.5085667825618,11.4252334492285,TRUE,23.4418808780896,0.409138004182963,1.00700347685531,0.0175755262501558,0.895371359565611,0.486422908477107,27.8699797142166,0.0344993191687458,1.97666538444391
"626",626,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 10:53:00,700,22,45,2025-04-22 11:03:00,700,22,61,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,119,16,700,36.8368,36.8368,TRUE,TRUE,TRUE,TRUE,53,22,31,10.8833333333333,11.05,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,11.5252334492285,11.6919001158952,11.6085667825618,TRUE,23.4418808780896,0.409138004182963,3.75700347685532,0.0655720806799999,0.895371359565611,0.488864873118203,28.0098939818715,0.128362972646306,7.35465657838658
"627",627,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 11:04:00,700,23,61,2025-04-22 11:14:00,700,23,80,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,119,19,700,43.7437,43.7437,TRUE,TRUE,TRUE,TRUE,70.5,23,47.5,11.0666666666667,11.2333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,11.7085667825618,11.8752334492285,11.7919001158952,TRUE,23.4418808780896,0.409138004182963,6.50700347685532,0.113568635109844,0.895371359565611,0.494082905402231,28.3088652091093,0.221040509316472,12.664688285256
"628",628,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 11:15:00,700,24,80,2025-04-22 11:25:00,700,24,95,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,119,15,700,34.5345,34.5345,TRUE,TRUE,TRUE,TRUE,87.5,24,63.5,11.25,11.4166666666667,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,11.8919001158952,12.0585667825618,11.9752334492285,TRUE,23.4418808780896,0.409138004182963,9.25700347685532,0.161565189539688,0.895371359565611,0.501985799318348,28.7616676764425,0.311750647737399,17.8619963758226
"629",629,"Fornelia",2023-06-24,0.33,4186,0.305,2025-04-22 11:31:00,700,24,37,2025-04-22 11:41:00,745,24,55,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,120,18,722.5,41.4414,40.1508373702422,TRUE,TRUE,TRUE,TRUE,46,24,22,11.5166666666667,11.6833333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,12.1585667825618,12.3252334492285,12.2419001158952,TRUE,23.4418808780896,0.409138004182963,13.2570034768553,0.231378359619461,0.895371359565611,0.517996628133008,29.6790205940289,0.438867150307222,25.1452354795374
"630",630,"Fornelia",2023-06-24,0.33,4186,0.38,2025-04-22 11:44:00,745,24,55,2025-04-22 11:54:00,745,24,73,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,120,18,745,41.4414,38.9382281879195,TRUE,TRUE,TRUE,TRUE,64,24,40,11.7333333333333,11.9,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,12.3752334492285,12.5419001158952,12.4585667825618,TRUE,23.4418808780896,0.409138004182963,16.5070034768553,0.288101560309277,0.895371359565611,0.534629786277852,30.6320303557022,0.537068018178235,30.7717307530682
"631",631,"Fornelia",2023-06-24,0.33,4186,0.38,2025-04-22 11:57:00,745,25,73,2025-04-22 12:07:00,745,25,93,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,120,20,745,46.046,43.2646979865772,TRUE,TRUE,TRUE,TRUE,83,25,58,11.95,12.1166666666667,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,12.5919001158952,12.7585667825618,12.6752334492285,TRUE,23.4418808780896,0.409138004182963,19.7570034768553,0.344824760999093,0.895371359565611,0.554179218426116,31.752130309675,0.630228596473034,36.1094387063583
"632",632,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 14:28:00,759,25,24,2025-04-22 14:38:00,759,25,38,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,121,14,759,32.2322,29.7266666666667,TRUE,TRUE,TRUE,FALSE,31,25,6,14.4666666666667,14.6333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,15.1085667825618,15.2752334492285,15.1919001158952,FALSE,23.4418808780896,0.409138004182963,57.5070034768553,1.00368655362695,0.895371359565611,0.903806750560943,51.7843123025752,1.396927429817,80.0380460145716
"633",633,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 14:40:00,741,25,38,2025-04-22 14:50:00,741,25,50,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,121,12,741,27.6276,26.0989473684211,TRUE,TRUE,TRUE,TRUE,44,25,19,14.6666666666667,14.8333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,15.3085667825618,15.4752334492285,15.3919001158952,FALSE,23.4418808780896,0.409138004182963,60.5070034768553,1.05604643118678,0.895371359565611,0.936166299100639,53.6383778608485,1.44155853521084,82.5952199886421
"634",634,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 14:57:00,741,27,50,2025-04-22 15:07:00,741,27,68,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,121,18,741,41.4414,39.1484210526316,TRUE,TRUE,TRUE,TRUE,59,27,32,14.95,15.1166666666667,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,15.5919001158952,15.7585667825618,15.6752334492285,FALSE,23.4418808780896,0.409138004182963,64.7570034768553,1.13022292439654,0.895371359565611,0.982311644367484,56.2823113888127,1.50266363465196,86.0962842933454
"635",635,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 15:08:00,741,27,68,2025-04-22 15:18:00,741,27,75,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,121,7,741,16.1161,15.2243859649123,TRUE,TRUE,TRUE,TRUE,71.5,27,44.5,15.1333333333333,15.3,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,15.7752334492285,15.9419001158952,15.8585667825618,FALSE,23.4418808780896,0.409138004182963,67.5070034768553,1.17821947882639,0.895371359565611,1.0122828273658,57.9995336816303,1.54107295918448,88.2969764830072
"636",636,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 15:18:00,741,26,75,2025-04-22 15:38:00,741,26,95,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",1200,20,121,20,741,46.046,43.4982456140351,TRUE,TRUE,TRUE,TRUE,85,26,59,15.3,15.6333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,15.9419001158952,16.2752334492285,16.1085667825618,FALSE,23.4418808780896,0.409138004182963,71.2570034768553,1.24366932577617,0.895371359565611,1.05319917399257,60.3438676564387,1.5922607027813,91.2298181539031
"637",637,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 15:41:00,741,26,30,2025-04-22 15:51:00,741,26,48,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,122,18,741,41.4414,39.1484210526316,TRUE,TRUE,TRUE,FALSE,39,26,13,15.6833333333333,15.85,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,16.3252334492285,16.4919001158952,16.4085667825618,FALSE,23.4418808780896,0.409138004182963,75.7570034768553,1.32220914211592,0.895371359565611,1.10223195232957,63.1532389129492,1.65221193645654,94.6647708200967
"638",638,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 15:52:00,741,26,48,2025-04-22 16:02:00,741,26,67,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",600,10,122,19,741,43.7437,41.3233333333333,TRUE,TRUE,TRUE,TRUE,57.5,26,31.5,15.8666666666667,16.0333333333333,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,16.5085667825618,16.6752334492285,16.5919001158952,FALSE,23.4418808780896,0.409138004182963,78.5070034768553,1.37020569654576,0.895371359565611,1.13209088871277,64.8640299484563,1.68822102714941,96.7279397409022
"639",639,"Fornelia",2023-06-24,0.33,4186,0.5,2025-04-22 16:03:00,741,26,67,2025-04-22 16:22:00,741,26,93,"Fornelia","Soda Can","Buienradar","BuienradarSoda Can","",51.301,4.876,0,"Soda Cans",2,0,NA,0,"LB",1140,19,122,26,741,59.8598,56.5477192982456,TRUE,TRUE,TRUE,TRUE,80,26,54,16.05,16.3666666666667,175,171.616438356164,2.99527189986095,-1.98199304628939,38.5140069537106,16.6919001158952,17.0085667825618,16.8502334492285,FALSE,23.4418808780896,0.409138004182963,82.3820034768553,1.43783720506054,0.895371359565611,1.17394285209772,67.2619708147502,1.73834566022887,99.599869665997
"640",640,"Proto5",2023-07-11,1,4186,0.5,2025-04-22 10:48:00,851,28,35.4,2025-04-22 10:58:00,799,28,67.8,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,32.4,825,226.044,191.794909090909,TRUE,TRUE,TRUE,TRUE,51.6,28,23.6,10.8,10.9666666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,11.3875090776708,11.5541757443374,11.4708424110041,TRUE,22.2259772195212,0.387916481953899,0.875272330123498,0.0152763840122578,0.895371359565611,0.507593828685366,29.082984090558,0.0290958317818073,1.66706836252017
"641",641,"Proto5",2023-07-11,1,4186,0.5,2025-04-22 11:08:00,799,27.6,67.8,2025-04-22 11:18:00,880,27.8,71.5,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,3.7,839.5,25.8136666666667,21.524200913242,TRUE,TRUE,TRUE,TRUE,69.65,27.7,41.95,11.1333333333333,11.3,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,11.7208424110041,11.8875090776708,11.8041757443374,TRUE,22.2259772195212,0.387916481953899,5.87527233012348,0.102542846611974,0.895371359565611,0.513676354337906,29.4314871392286,0.194054344364386,11.1184949282576
"642",642,"Proto5",2023-07-11,1,4186,0.5,2025-04-22 11:18:00,880,27.8,71.5,2025-04-22 11:28:00,777,27.7,78,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,6.5,828.5,45.3483333333333,38.3148259907463,TRUE,TRUE,FALSE,TRUE,74.75,27.75,47,11.3,11.4666666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,11.8875090776708,12.0541757443374,11.9708424110041,TRUE,22.2259772195212,0.387916481953899,8.3752723301235,0.146176077911832,0.895371359565611,0.520015069283266,29.7946687531342,0.274798990573136,15.744822374296
"643",643,"Proto5",2023-07-11,1,4186,1,2025-04-22 11:28:00,777,27.7,78,2025-04-22 11:38:00,801,28.7,81.3,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,3.3,789,23.023,20.4259822560203,TRUE,TRUE,TRUE,TRUE,79.65,28.2,51.45,11.4666666666667,11.6333333333333,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,12.0541757443374,12.2208424110041,12.1375090776708,TRUE,22.2259772195212,0.387916481953899,10.8752723301235,0.18980930921169,0.895371359565611,0.528450213114106,30.2779668942272,0.353730416405223,20.2672599454244
"644",644,"Proto5",2023-07-11,1,4186,1,2025-04-22 11:38:00,801,28.7,81.3,2025-04-22 11:48:00,762,28,83.2,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,1.90000000000001,781.5,13.2556666666667,11.8732778844104,TRUE,TRUE,TRUE,TRUE,82.25,28.35,53.9,11.6333333333333,11.8,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,12.2208424110041,12.3875090776708,12.3041757443374,TRUE,22.2259772195212,0.387916481953899,13.3752723301235,0.233442540511549,0.895371359565611,0.538877279674946,30.8753938008653,0.43045769588073,24.6634092328917
"645",645,"Proto5",2023-07-11,1,4186,1,2025-04-22 11:48:00,762,28,83.2,2025-04-22 11:58:00,402,29.6,80.7,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,123,-2.5,582,-17.4416666666667,-20.9779495990836,TRUE,TRUE,FALSE,TRUE,81.95,28.8,53.15,11.8,11.9666666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,12.3875090776708,12.5541757443374,12.4708424110041,TRUE,22.2259772195212,0.387916481953899,15.8752723301235,0.277075771811407,0.895371359565611,0.551175728830085,31.580043032011,0.504683303707722,28.9162232931716
"646",646,"Proto5",2023-07-11,1,4186,1,2025-04-22 11:49:00,508,29.6,80.7,2025-04-22 11:58:00,705,29.6,90,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",540,9,123,9.3,606.5,64.883,74.8855729596043,TRUE,TRUE,FALSE,TRUE,85.35,29.6,55.75,11.8166666666667,11.9666666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,12.4041757443374,12.5541757443374,12.4791757443375,TRUE,22.2259772195212,0.387916481953899,16.0002723301235,0.2792574333764,0.895371359565611,0.551837455737295,31.6179571909844,0.508324871031133,29.1248697316158
"647",647,"Proto5",2023-07-11,1,4186,1,2025-04-22 13:26:00,922,31.1,31.7,2025-04-22 13:36:00,995,31.1,68,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,124,36.3,958.5,253.253,184.952634324465,TRUE,FALSE,TRUE,FALSE,49.85,31.1,18.75,13.4333333333333,13.6,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,14.0208424110041,14.1875090776708,14.1041757443375,FALSE,22.2259772195212,0.387916481953899,40.3752723301235,0.704681438550018,0.895371359565611,0.743460789891419,42.5971654942407,1.08858223783592,62.3711678809044
"648",648,"Proto5",2023-07-11,1,4186,1,2025-04-22 13:36:00,995,31.7,68,2025-04-22 13:46:00,570,31.7,78,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,124,10,782.5,69.7666666666667,62.4110756123536,TRUE,FALSE,FALSE,TRUE,73,31.7,41.3,13.6,13.7666666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,14.1875090776708,14.3541757443375,14.2708424110041,FALSE,22.2259772195212,0.387916481953899,42.8752723301235,0.748314669849876,0.895371359565611,0.767920213977909,43.9985872637173,1.13545911128043,65.0570148860441
"649",649,"Proto5",2023-07-11,1,4186,1,2025-04-22 13:46:00,570,31.7,78,2025-04-22 13:56:00,893,31,81.1,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,124,3.09999999999999,731.5,21.6276666666666,20.696331738437,TRUE,FALSE,FALSE,TRUE,79.55,31.35,48.2,13.7666666666667,13.9333333333333,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,14.3541757443375,14.5208424110041,14.4375090776708,FALSE,22.2259772195212,0.387916481953899,45.3752723301235,0.791947901149734,0.895371359565611,0.792909036661135,45.4303413384669,1.18056818040973,67.6415741649166
"650",650,"Proto5",2023-07-11,1,4186,1,2025-04-22 13:56:00,893,31,81.1,2025-04-22 14:06:00,832,32.5,90,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,124,8.90000000000001,862.5,62.0923333333334,50.3937777777778,TRUE,FALSE,TRUE,TRUE,85.55,31.75,53.8,13.9333333333333,14.1,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,14.5208424110041,14.6875090776708,14.6041757443375,FALSE,22.2259772195212,0.387916481953899,47.8752723301235,0.835581132449593,0.895371359565611,0.818357841569734,46.8884504533814,1.22406030981097,70.1334896216446
"651",651,"Proto5",2023-07-11,1,4186,1,2025-04-22 14:19:00,916,31,30.9,2025-04-22 14:29:00,706,31,51.3,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,125,20.4,811,142.324,122.844389642417,TRUE,FALSE,FALSE,FALSE,41.1,31,10.1,14.3166666666667,14.4833333333333,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,14.9041757443374,15.0708424110041,14.9875090776708,FALSE,22.2259772195212,0.387916481953899,53.6252723301235,0.935937564439266,0.895371359565611,0.87830054823456,50.3229145578667,1.31872249681539,75.557233416476
"652",652,"Proto5",2023-07-11,1,4186,1,2025-04-22 14:29:00,706,31,51.3,2025-04-22 14:39:00,332,31,59.1,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,125,7.8,519,54.418,73.3961464354528,TRUE,FALSE,FALSE,TRUE,55.2,31,24.2,14.4833333333333,14.65,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,15.0708424110041,15.2375090776708,15.1541757443374,FALSE,22.2259772195212,0.387916481953899,56.1252723301235,0.979570795739124,0.895371359565611,0.904846115338988,51.8438635177317,1.35785304423847,77.7992486338552
"653",653,"Proto5",2023-07-11,1,4186,1,2025-04-22 14:39:00,332,31,59.1,2025-04-22 14:49:00,724,31,67.9,"Uhasselt","volume beaker","Buienradar","BuienradarSoda Can","BrotherCookupXL",51.301,4.876,1,"Soda Cans",10,1,NA,8,"LB",600,10,125,8.8,528,61.3946666666667,81.3944444444445,TRUE,FALSE,FALSE,TRUE,63.5,31,32.5,14.65,14.8166666666667,192,188.383561643836,3.28791340731863,-5.24545533975304,35.250544660247,15.2375090776708,15.4041757443374,15.3208424110041,FALSE,22.2259772195212,0.387916481953899,58.6252723301235,1.02320402703898,0.895371359565611,0.931614429251389,53.3775749295936,1.39592598854781,79.9806676564171
