"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","d_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"840",840,"Proto5",2024-06-26,1,4186,0,2025-04-13 14:20:00,897,31.3,56.4,2025-04-13 14:30:00,831,31.7,64,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,7.6,864,53.0226666666667,42.9581790123457,TRUE,FALSE,TRUE,TRUE,60.2,31.5,28.7,14.3333333333333,14.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.9200385343048,15.0867052009715,15.0033718676382,FALSE,23.3696057316338,0.407876564909948,53.8511560291449,0.939879978713773,0.888826374870632,0.864188991557726,49.5143819179245,1.34489695039953,77.0569191379085
"841",841,"Proto5",2024-06-26,1,4186,0,2025-04-13 14:30:00,831,31.7,64,2025-04-13 14:40:00,860,32.4,70.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,6.7,845.5,46.7436666666667,38.6996648925685,TRUE,FALSE,TRUE,TRUE,67.35,32.05,35.3,14.5,14.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.0867052009715,15.2533718676382,15.1700385343048,FALSE,23.3696057316338,0.407876564909948,56.3511560291449,0.983513210013632,0.888826374870632,0.891105923910286,51.0566085391653,1.38345978091031,79.2664065722543
"842",842,"Proto5",2024-06-26,1,4186,0,2025-04-13 14:40:00,860,32.4,70.7,2025-04-13 14:50:00,832,28.1,69,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,-1.7,846,-11.8603333333334,-9.81351457840821,TRUE,FALSE,TRUE,TRUE,69.85,30.25,39.6,14.6666666666667,14.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.2533718676382,15.4200385343048,15.3367052009715,FALSE,23.3696057316338,0.407876564909948,58.8511560291449,1.02714644131349,0.888826374870632,0.918217869016951,52.6100085681676,1.42096291522815,81.415177887179
"843",843,"Proto5",2024-06-26,1,4186,0,2025-04-13 14:50:00,832,28.1,69,2025-04-13 15:00:00,851,25.9,81.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,12.2,841.5,85.1153333333334,70.8030104971282,TRUE,TRUE,TRUE,TRUE,75.1,27,48.1,14.8333333333333,15,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.4200385343048,15.5867052009715,15.5033718676382,FALSE,23.3696057316338,0.407876564909948,61.3511560291449,1.07077967261335,0.888826374870632,0.945482022431873,54.1721294908398,1.45751920836853,83.5096991987657
"844",844,"Proto5",2024-06-26,1,4186,0,2025-04-13 15:00:00,851,25.9,81.2,2025-04-13 15:10:00,819,25.8,80.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,-0.799999999999997,835,-5.58133333333331,-4.67896207584829,TRUE,TRUE,TRUE,TRUE,80.8,25.85,54.95,15,15.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.5867052009715,15.7533718676382,15.6700385343048,FALSE,23.3696057316338,0.407876564909948,63.8511560291449,1.11441290391321,0.888826374870632,0.972858682467274,55.7406965680327,1.49323304087233,85.5559510714707
"845",845,"Proto5",2024-06-26,1,4186,0,2025-04-13 15:10:00,819,25.8,80.4,2025-04-13 15:20:00,835,25.8,82.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,1.8,827,12.558,10.6295042321644,TRUE,TRUE,TRUE,TRUE,81.3,25.8,55.5,15.1666666666667,15.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.7533718676382,15.9200385343048,15.8367052009715,FALSE,23.3696057316338,0.407876564909948,66.3511560291449,1.15804613521306,0.888826374870632,1.00031081335175,57.313587806354,1.52820098302641,87.5594665751566
"846",846,"Proto5",2024-06-26,1,4186,0,2025-04-13 15:20:00,835,25.8,82.2,2025-04-13 15:30:00,764,25.1,82,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,-0.200000000000003,799.5,-1.39533333333335,-1.22168021680219,TRUE,TRUE,TRUE,TRUE,82.1,25.45,56.65,15.3333333333333,15.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.9200385343048,16.0867052009715,16.0033718676382,FALSE,23.3696057316338,0.407876564909948,68.8511560291449,1.20167936651292,0.888826374870632,1.02780365612891,58.8888116643018,1.5625124582669,89.5253692953045
"847",847,"Proto5",2024-06-26,1,4186,0,2025-04-13 15:30:00,764,25.1,82,2025-04-13 15:40:00,730,26,89.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,152,7.2,747,50.232,47.0714859437751,TRUE,TRUE,TRUE,TRUE,85.6,25.55,60.05,15.5,15.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.0867052009715,16.2533718676382,16.1700385343048,FALSE,23.3696057316338,0.407876564909948,71.3511560291449,1.24531259781278,0.888826374870632,1.05530438256026,60.4644872223622,1.59625038512944,91.4584101140494
"848",848,"Proto5",2024-06-26,1,4186,0,2025-04-13 15:50:00,673,26.7,42.7,2025-04-13 16:00:00,705,26.8,41.9,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,153,-0.800000000000004,689,-5.58133333333336,-5.67044025157236,TRUE,TRUE,TRUE,TRUE,42.3,26.75,15.55,15.8333333333333,16,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.4200385343048,16.5867052009715,16.5033718676382,FALSE,23.3696057316338,0.407876564909948,76.3511560291449,1.3325790604125,0.888826374870632,1.11020601434734,63.610119012143,1.66230834690234,95.2432525268729
"849",849,"Proto5",2024-06-26,1,4186,0,2025-04-13 16:00:00,705,26.8,41.9,2025-04-13 16:10:00,670,26.7,31,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,153,-10.9,687.5,-76.0456666666667,-77.4283151515151,TRUE,TRUE,TRUE,FALSE,36.45,26.75,9.7,16,16.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.5867052009715,16.7533718676382,16.6700385343048,FALSE,23.3696057316338,0.407876564909948,78.8511560291449,1.37621229171236,0.888826374870632,1.13754831247344,65.1767172969569,1.69476694929374,97.1029934527933
"850",850,"Proto5",2024-06-26,1,4186,0,2025-04-13 16:10:00,670,26.7,31,2025-04-13 16:20:00,698,27.2,42.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,153,11.4,684,79.534,81.3944444444444,TRUE,TRUE,TRUE,FALSE,36.7,26.95,9.75,16.1666666666667,16.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.7533718676382,16.9200385343048,16.8367052009715,FALSE,23.3696057316338,0.407876564909948,81.3511560291448,1.41984552301221,0.888826374870632,1.16478081808817,66.7370249342472,1.72693013130349,98.9458080376629
"851",851,"Proto5",2024-06-26,1,4186,0,2025-04-13 16:20:00,698,27.2,42.4,2025-04-13 16:30:00,627,26.6,42.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,153,0.200000000000003,662.5,1.39533333333335,1.47431446540883,TRUE,TRUE,TRUE,TRUE,42.5,26.9,15.6,16.3333333333333,16.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.9200385343048,17.0867052009715,17.0033718676382,FALSE,23.3696057316338,0.407876564909948,83.8511560291448,1.46347875431207,0.888826374870632,1.19187636025318,68.2894851439215,1.75885651998941,100.77505536446
"852",852,"Proto5",2024-06-26,1,4186,0,2025-04-13 16:30:00,627,26.6,42.6,2025-04-13 16:40:00,641,26.4,54.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,153,12.1,634,84.4176666666667,93.205625657203,TRUE,TRUE,TRUE,TRUE,48.65,26.5,22.15,16.5,16.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,17.0867052009715,17.2533718676382,17.1700385343048,FALSE,23.3696057316338,0.407876564909948,86.3511560291449,1.50711198561193,0.888826374870632,1.2188082863219,69.8325708418171,1.7906012111394,102.593892189301
"853",853,"Sk14",2024-06-26,1,4186,0,2025-04-13 10:30:00,603,21.6,22.4,2025-04-13 10:40:00,569,26.2,62,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,154,39.6,586,276.276,330.02252559727,TRUE,TRUE,TRUE,FALSE,42.2,23.9,18.3,10.5,10.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,11.0867052009715,11.2533718676382,11.1700385343048,TRUE,23.3696057316338,0.407876564909948,-3.64884397085513,-0.063684341182966,0.888826374870632,0.483479118112834,27.7013129505724,-0.126005866612781,-7.21960435080078
"854",854,"Sk14",2024-06-26,1,4186,0,2025-04-13 10:40:00,569,26.2,62,2025-04-13 10:50:00,660,26.8,65.1,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,154,3.09999999999999,614.5,21.6276666666666,24.6368863574722,TRUE,TRUE,TRUE,TRUE,63.55,26.5,37.05,10.6666666666667,10.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,11.2533718676382,11.4200385343048,11.3367052009715,TRUE,23.3696057316338,0.407876564909948,-1.14884397085514,-0.0200511098831079,0.888826374870632,0.4812011673802,27.5707959876538,-0.039775454390393,-2.27896566478462
"855",855,"Sk14",2024-06-26,1,4186,0,2025-04-13 10:50:00,660,26.8,65.1,2025-04-13 11:00:00,699,27.2,66.3,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,154,1.2,679.5,8.37200000000002,8.62457689477559,TRUE,TRUE,TRUE,TRUE,65.7,27,38.7,10.8333333333333,11,178,3.04691451882407,-3.23368794171028,35.2023120582897,11.4200385343048,11.5867052009715,11.5033718676382,TRUE,23.3696057316338,0.407876564909948,1.35115602914485,0.0235821214167502,0.888826374870632,0.481297454161108,27.5763128138227,0.046774831095275,2.68000040919655
"856",856,"Sk14",2024-06-26,1,4186,0,2025-04-13 11:00:00,699,27.2,66.3,2025-04-13 11:10:00,752,28.1,87,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,154,20.7,725.5,144.417,139.341006202619,TRUE,TRUE,TRUE,TRUE,76.65,27.65,49,11,11.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,11.5867052009715,11.7533718676382,11.6700385343048,TRUE,23.3696057316338,0.407876564909948,3.85115602914487,0.0672153527166087,0.888826374870632,0.483766489822986,27.7177781367156,0.132949219510192,7.61742916749236
"857",857,"Sk14",2024-06-26,1,4186,0,2025-04-13 11:10:00,752,28.1,87,2025-04-13 11:20:00,740,27.4,91,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,154,4,746,27.9066666666667,26.1858802502234,TRUE,TRUE,TRUE,TRUE,89,27.75,61.25,11.1666666666667,11.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,11.7533718676382,11.9200385343048,11.8367052009715,TRUE,23.3696057316338,0.407876564909948,6.35115602914486,0.110848584016467,0.888826374870632,0.488570495454059,27.9930273841332,0.218074276970287,12.4947356907644
"858",858,"Sk14",2024-06-26,1,4186,0,2025-04-13 11:30:00,760,26.9,32.6,2025-04-13 11:40:00,775,26.6,50,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,155,17.4,767.5,121.394,110.717654723127,TRUE,TRUE,TRUE,TRUE,41.3,26.75,14.55,11.5,11.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.0867052009715,12.2533718676382,12.1700385343048,TRUE,23.3696057316338,0.407876564909948,11.3511560291449,0.198115046616183,0.888826374870632,0.504869063717286,28.9268665577219,0.382815098269796,21.9336894647452
"859",859,"Sk14",2024-06-26,1,4186,0,2025-04-13 11:40:00,775,26.6,50,2025-04-13 11:50:00,795,27.1,61,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,155,11,785,76.7433333333333,68.4335456475584,TRUE,TRUE,TRUE,TRUE,55.5,26.85,28.65,11.6666666666667,11.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.2533718676382,12.4200385343048,12.3367052009715,TRUE,23.3696057316338,0.407876564909948,13.8511560291449,0.241748277916042,0.888826374870632,0.516140691818455,29.57268327616,0.461494730152479,26.4417003052658
"860",860,"Sk14",2024-06-26,1,4186,0,2025-04-13 11:50:00,795,27.1,61,2025-04-13 12:00:00,750,27.2,73,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,155,12,772.5,83.72,75.862783171521,TRUE,TRUE,TRUE,TRUE,67,27.15,39.85,11.8333333333333,12,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.4200385343048,12.5867052009715,12.5033718676382,TRUE,23.3696057316338,0.407876564909948,16.3511560291449,0.2853815092159,0.888826374870632,0.529314445551992,30.3274837654363,0.537277866629133,30.7837541836421
"861",861,"Sk14",2024-06-26,1,4186,0,2025-04-13 12:00:00,750,27.2,73,2025-04-13 12:10:00,834,27.3,89.3,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,155,16.3,792,113.719666666667,100.509806397306,TRUE,TRUE,TRUE,TRUE,81.15,27.25,53.9,12,12.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.5867052009715,12.7533718676382,12.6700385343048,TRUE,23.3696057316338,0.407876564909948,18.8511560291449,0.329014740515758,0.888826374870632,0.544242644650067,31.182806569487,0.609978034405178,34.9491669671024
"862",862,"Sk14",2024-06-26,1,4186,0,2025-04-13 12:20:00,825,27.4,39.4,2025-04-13 12:20:00,830,27.7,80,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",0,0,156,40.6,827.5,283.252666666667,239.609506545821,TRUE,TRUE,TRUE,TRUE,59.7,27.55,32.15,12.3333333333333,12.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.9200385343048,12.9200385343048,12.9200385343048,TRUE,23.3696057316338,0.407876564909948,22.6011560291449,0.394464587465546,0.888826374870632,0.569594538636641,32.6353630975808,0.713082416357375,40.8566129022681
"863",863,"Sk14",2024-06-26,1,4186,0,2025-04-13 12:20:00,830,27.7,80,2025-04-13 12:30:00,840,28,95,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,156,15,835,104.65,87.7305389221557,TRUE,TRUE,TRUE,TRUE,87.5,27.85,59.65,12.3333333333333,12.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,12.9200385343048,13.0867052009715,13.0033718676382,TRUE,23.3696057316338,0.407876564909948,23.8511560291449,0.416281203115474,0.888826374870632,0.578759896459978,33.1604994185853,0.745868438939597,42.7351136232501
"864",864,"Sk14",2024-06-26,1,4186,0,2025-04-13 12:50:00,828,28.3,34.2,2025-04-13 13:00:00,853,28.6,78,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,157,43.8,840.5,305.578,254.496847114813,TRUE,TRUE,TRUE,TRUE,56.1,28.45,27.65,12.8333333333333,13,178,3.04691451882407,-3.23368794171028,35.2023120582897,13.4200385343048,13.5867052009715,13.5033718676382,TRUE,23.3696057316338,0.407876564909948,31.3511560291449,0.547180897015049,0.888826374870632,0.640034732462536,36.6712889118881,0.926798457035211,53.1016400473543
"865",865,"Sk14",2024-06-26,1,4186,0,2025-04-13 13:00:00,853,28.6,78,2025-04-13 13:10:00,830,28.8,100,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,157,22,841.5,153.486666666667,127.677559912854,TRUE,TRUE,TRUE,FALSE,89,28.7,60.3,13,13.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,13.5867052009715,13.7533718676382,13.6700385343048,TRUE,23.3696057316338,0.407876564909948,33.8511560291449,0.590814128314908,0.888826374870632,0.662473288472008,37.9569234695988,0.981542330356253,56.2382329428489
"866",866,"Sk14",2024-06-26,1,4186,0,2025-04-13 13:10:00,830,28.8,20.3,2025-04-13 13:20:00,848,29.1,52,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,158,31.7,839,221.160333333333,184.519944378228,TRUE,TRUE,TRUE,FALSE,36.15,28.95,7.2,13.1666666666667,13.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,13.7533718676382,13.9200385343048,13.8367052009715,TRUE,23.3696057316338,0.407876564909948,36.3511560291449,0.634447359614766,0.888826374870632,0.685729876827803,39.2894278282589,1.03379553194479,59.2321208599185
"867",867,"Sk14",2024-06-26,1,4186,0,2025-04-13 13:20:00,848,29.1,52,2025-04-13 13:30:00,825,28.8,92,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,158,40,836.5,279.066666666667,233.528591352859,TRUE,TRUE,TRUE,TRUE,72,28.95,43.05,13.3333333333333,13.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,13.9200385343048,14.0867052009715,14.0033718676382,FALSE,23.3696057316338,0.407876564909948,38.8511560291449,0.678080590914624,0.888826374870632,0.709705750966845,40.6631442265628,1.08374433906548,62.0939766996467
"868",868,"Sk14",2024-06-26,1,4186,0,2025-04-13 13:40:00,854,29,29,2025-04-13 13:50:00,869,29,65,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,159,36,861.5,251.16,204.076610562972,TRUE,TRUE,TRUE,FALSE,47,29,18,13.6666666666667,13.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.2533718676382,14.4200385343048,14.3367052009715,FALSE,23.3696057316338,0.407876564909948,43.8511560291449,0.765347053514341,0.888826374870632,0.759465041188944,43.5141415478557,1.17746218280808,67.4636136111645
"869",869,"Sk14",2024-06-26,1,4186,0,2025-04-13 13:50:00,869,29,65,2025-04-13 14:00:00,831,30.8,81.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,159,16.4,850,114.417333333333,94.2260392156863,TRUE,FALSE,TRUE,TRUE,73.2,29.9,43.3,13.8333333333333,14,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.4200385343048,14.5867052009715,14.5033718676382,FALSE,23.3696057316338,0.407876564909948,46.3511560291449,0.808980284814198,0.888826374870632,0.785093520328633,44.982545237899,1.22158191215435,69.991487895965
"870",870,"Sk14",2024-06-26,1,4186,0,2025-04-13 14:00:00,831,30.8,81.4,2025-04-13 14:10:00,843,30.8,88.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,159,6.8,837,47.4413333333333,39.6761449621665,TRUE,FALSE,TRUE,TRUE,84.8,30.8,54,14,14.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.5867052009715,14.7533718676382,14.6700385343048,FALSE,23.3696057316338,0.407876564909948,48.8511560291449,0.852613516114057,0.888826374870632,0.811129886900841,46.474319156342,1.26409468342963,72.4272902654439
"871",871,"Sk14",2024-06-26,1,4186,0,2025-04-13 14:10:00,843,30.8,88.2,2025-04-13 14:20:00,897,31.3,94,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,159,5.8,870,40.4646666666666,32.5577777777778,TRUE,FALSE,TRUE,TRUE,91.1,31.05,60.05,14.1666666666667,14.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.7533718676382,14.9200385343048,14.8367052009715,FALSE,23.3696057316338,0.407876564909948,51.3511560291449,0.896246747413915,0.888826374870632,0.837513468216059,47.9859870141442,1.30515246058181,74.779727612452
"872",872,"Sk14",2024-06-26,1,4186,0,2025-04-13 14:20:00,897,31.3,30.4,2025-04-13 14:30:00,831,31.7,63.7,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,160,33.3,864,232.323,188.224652777778,TRUE,FALSE,TRUE,FALSE,47.05,31.5,15.55,14.3333333333333,14.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,14.9200385343048,15.0867052009715,15.0033718676382,FALSE,23.3696057316338,0.407876564909948,53.8511560291449,0.939879978713773,0.888826374870632,0.864188991557726,49.5143819179245,1.34489695039953,77.0569191379085
"873",873,"Sk14",2024-06-26,1,4186,0,2025-04-13 14:30:00,831,31.7,63.7,2025-04-13 14:40:00,860,32.4,85,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,160,21.3,845.5,148.603,123.030277942046,TRUE,FALSE,TRUE,TRUE,74.35,32.05,42.3,14.5,14.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.0867052009715,15.2533718676382,15.1700385343048,FALSE,23.3696057316338,0.407876564909948,56.3511560291449,0.983513210013632,0.888826374870632,0.891105923910286,51.0566085391653,1.38345978091031,79.2664065722543
"874",874,"Sk14",2024-06-26,1,4186,0,2025-04-13 14:40:00,860,32.4,85,2025-04-13 14:50:00,832,28.1,90.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,160,5.2,846,36.2786666666667,30.0178092986604,TRUE,FALSE,TRUE,TRUE,87.6,30.25,57.35,14.6666666666667,14.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.2533718676382,15.4200385343048,15.3367052009715,FALSE,23.3696057316338,0.407876564909948,58.8511560291449,1.02714644131349,0.888826374870632,0.918217869016951,52.6100085681676,1.42096291522815,81.415177887179
"875",875,"Sk14",2024-06-26,1,4186,0,2025-04-13 15:00:00,851,25.9,25,2025-04-13 15:10:00,819,25.8,61.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,161,36.4,835,253.950666666667,212.892774451098,TRUE,TRUE,TRUE,FALSE,43.2,25.85,17.35,15,15.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.5867052009715,15.7533718676382,15.6700385343048,FALSE,23.3696057316338,0.407876564909948,63.8511560291449,1.11441290391321,0.888826374870632,0.972858682467274,55.7406965680327,1.49323304087233,85.5559510714707
"876",876,"Sk14",2024-06-26,1,4186,0,2025-04-13 15:10:00,819,25.8,61.4,2025-04-13 15:20:00,835,25.8,92,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,161,30.6,827,213.486,180.701571946796,TRUE,TRUE,TRUE,TRUE,76.7,25.8,50.9,15.1666666666667,15.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,15.7533718676382,15.9200385343048,15.8367052009715,FALSE,23.3696057316338,0.407876564909948,66.3511560291449,1.15804613521306,0.888826374870632,1.00031081335175,57.313587806354,1.52820098302641,87.5594665751566
"877",877,"Sk14",2024-06-26,1,4186,0,2025-04-13 15:30:00,764,25.1,20,2025-04-13 15:40:00,730,26,60.2,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,162,40.2,747,280.462,262.815796519411,TRUE,TRUE,TRUE,FALSE,40.1,25.55,14.55,15.5,15.6666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.0867052009715,16.2533718676382,16.1700385343048,FALSE,23.3696057316338,0.407876564909948,71.3511560291449,1.24531259781278,0.888826374870632,1.05530438256026,60.4644872223622,1.59625038512944,91.4584101140494
"878",878,"Sk14",2024-06-26,1,4186,0,2025-04-13 15:40:00,730,26,60.2,2025-04-13 15:50:00,673,26.7,89,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,162,28.8,701.5,200.928,200.498360655738,TRUE,TRUE,TRUE,TRUE,74.6,26.35,48.25,15.6666666666667,15.8333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.2533718676382,16.4200385343048,16.3367052009715,FALSE,23.3696057316338,0.407876564909948,73.8511560291448,1.28894582911264,0.888826374870632,1.08278178735985,62.038826549351,1.62949178482094,93.3630020214794
"879",879,"Sk14",2024-06-26,1,4186,0,2025-04-13 16:00:00,705,26.8,22,2025-04-13 16:10:00,670,26.9,51,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,163,29,687.5,202.323333333333,206.001939393939,TRUE,TRUE,TRUE,FALSE,36.5,26.85,9.65,16,16.1666666666667,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.5867052009715,16.7533718676382,16.6700385343048,FALSE,23.3696057316338,0.407876564909948,78.8511560291449,1.37621229171236,0.888826374870632,1.13754831247344,65.1767172969569,1.69476694929374,97.1029934527933
"880",880,"Sk14",2024-06-26,1,4186,0,2025-04-13 16:10:00,670,26.9,51,2025-04-13 16:20:00,698,27.2,76.4,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,163,25.4,684,177.207333333333,181.35253411306,TRUE,TRUE,TRUE,TRUE,63.7,27.05,36.65,16.1666666666667,16.3333333333333,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.7533718676382,16.9200385343048,16.8367052009715,FALSE,23.3696057316338,0.407876564909948,81.3511560291448,1.41984552301221,0.888826374870632,1.16478081808817,66.7370249342472,1.72693013130349,98.9458080376629
"881",881,"Sk14",2024-06-26,1,4186,0,2025-04-13 16:20:00,698,27.2,76.4,2025-04-13 16:30:00,627,26.6,93.6,"Digital6802II","MeasureCup","RoHS","Tenmars206","Original",50.926,5.391,0,"Original",0,0,60,0,"SB",600,10,163,17.2,662.5,119.998666666667,126.791044025157,TRUE,TRUE,TRUE,TRUE,85,26.9,58.1,16.3333333333333,16.5,178,3.04691451882407,-3.23368794171028,35.2023120582897,16.9200385343048,17.0867052009715,17.0033718676382,FALSE,23.3696057316338,0.407876564909948,83.8511560291448,1.46347875431207,0.888826374870632,1.19187636025318,68.2894851439215,1.75885651998941,100.77505536446
