"","Observation","Cooker","TestDate","M","Cv","Wind","H1","I1","Ta1","T1","H2","I2","Ta2","T2","Tdevice","Mdevice","TaWindDevice","Pyranometer","Pot","NB","WL","PlasticBag","Reflect","MeasureOpeningmm","BagClosed","Angle","Bricks","Operator","time_diff_sec","time_diff_minutes","exp_window","T_diff","I_avg","P_i","P_s","valid_wind","valid_ambient","valid_insolation","valid_water_temp","T_avg","Ta_avg","Td","H1_dec","H2_dec","day_of_year","d_rad","E","solar_time_correction_minutes","solar_time_H1","solar_time_H2","solar_time","valid_solar_time","delta","delta_rad","h_angle","h_angle_rad","phi","solar_zenith_rad","solar_zenith_deg","solar_azimuth_rad","solar_azimuth_deg"
"1",1,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 14:21:00,685,23,50,2025-04-13 14:31:00,685,22.2,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,60,0,"LB",600,10,1,1,685,3.68368,3.76434452554745,TRUE,TRUE,TRUE,TRUE,50.5,22.6,27.9,14.35,14.5166666666667,187,3.20184237571343,-4.84111810267968,35.6548818973203,14.944248031622,15.1109146982887,15.0275813649553,FALSE,22.7842976348569,0.397661011482609,54.3274409486602,0.948192718736911,0.895371359565611,0.878392336323569,50.3281736279765,1.33812999030453,76.6692008843316
"2",2,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 14:31:00,200,22.2,51,2025-04-13 14:41:00,200,22.4,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,0,200,0,0,TRUE,TRUE,FALSE,TRUE,51,22.3,28.7,14.5166666666667,14.6833333333333,187,3.20184237571343,-4.84111810267968,35.6548818973203,15.1109146982887,15.2775813649553,15.194248031622,FALSE,22.7842976348569,0.397661011482609,56.8274409486602,0.99182595003677,0.895371359565611,0.905053665813115,51.8557552839351,1.37684666404425,78.8875028864021
"3",3,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 14:41:00,200,22.4,51,2025-04-13 14:55:00,200,22.9,51,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",840,14,1,0,200,0,0,TRUE,TRUE,FALSE,TRUE,51,22.65,28.35,14.6833333333333,14.9166666666667,187,3.20184237571343,-4.84111810267968,35.6548818973203,15.2775813649553,15.5109146982887,15.394248031622,FALSE,22.7842976348569,0.397661011482609,59.8274409486602,1.0441858275966,0.895371359565611,0.937308823861976,53.7038397076623,1.42195543969479,81.472045350181
"4",4,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 14:55:00,685,22.9,51,2025-04-13 15:12:00,685,24.5,55,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",1020,17,1,4,685,14.73472,15.0573781021898,TRUE,TRUE,TRUE,TRUE,53,23.7,29.3,14.9166666666667,15.2,187,3.20184237571343,-4.84111810267968,35.6548818973203,15.5109146982887,15.794248031622,15.6525813649553,FALSE,22.7842976348569,0.397661011482609,63.7024409486602,1.11181733611138,0.895371359565611,0.97928186490223,56.1087178125982,1.47832208548171,84.7016162590803
"5",5,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 15:12:00,250,24.5,55,2025-04-13 15:22:00,230,25.5,55,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,0,240,0,0,TRUE,TRUE,FALSE,TRUE,55,25,30,15.2,15.3666666666667,187,3.20184237571343,-4.84111810267968,35.6548818973203,15.794248031622,15.9609146982887,15.8775813649553,FALSE,22.7842976348569,0.397661011482609,67.0774409486602,1.17072219836619,0.895371359565611,1.01602088967219,58.2137088753435,1.52593011932183,87.4293556690349
"6",6,"Brother",2022-07-06,0.528,4186,2.45,2025-04-13 15:22:00,100,25.5,55,2025-04-13 15:32:00,100,26.1,50,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,-5,100,-18.4184,-128.9288,TRUE,TRUE,FALSE,TRUE,52.5,25.8,26.7,15.3666666666667,15.5333333333333,187,3.20184237571343,-4.84111810267968,35.6548818973203,15.9609146982887,16.1275813649553,16.044248031622,FALSE,22.7842976348569,0.397661011482609,69.5774409486602,1.21435542966605,0.895371359565611,1.04328993780244,59.7761102445458,1.56043806570954,89.4065153567147
"7",7,"Brother",2022-07-08,0.528,4186,0.9,2025-04-13 13:17:00,685,22.9,61,2025-04-13 13:27:00,685,22.9,73,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,12,685,44.20416,45.1721343065693,TRUE,TRUE,TRUE,TRUE,67,22.9,44.1,13.2833333333333,13.45,189,3.23627078835551,-5.13883065190878,35.3571693480912,13.8726194891349,14.0392861558015,13.9559528224682,TRUE,22.5805410669001,0.3941047884992,38.1785846740456,0.666342006313542,0.895371359565611,0.717452074325882,41.1069758617793,1.05131055586198,60.2356578084438
"8",8,"Brother",2022-07-08,0.528,4186,0.9,2025-04-13 13:27:00,685,22.9,73,2025-04-13 13:37:00,685,22.9,78,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,5,685,18.4184,18.8217226277372,TRUE,TRUE,TRUE,TRUE,75.5,22.9,52.6,13.45,13.6166666666667,189,3.23627078835551,-5.13883065190878,35.3571693480912,14.0392861558015,14.2059528224682,14.1226194891349,FALSE,22.5805410669001,0.3941047884992,40.6785846740456,0.7099752376134,0.895371359565611,0.741455419495532,42.482266234196,1.09986856673697,63.0178268931314
"9",9,"Brother",2022-07-08,0.528,4186,0.9,2025-04-13 13:37:00,400,22.9,78,2025-04-13 13:47:00,400,22.9,75,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,1,-3,400,-11.05104,-19.33932,TRUE,TRUE,FALSE,TRUE,76.5,22.9,53.6,13.6166666666667,13.7833333333333,189,3.23627078835551,-5.13883065190878,35.3571693480912,14.2059528224682,14.3726194891349,14.2892861558015,FALSE,22.5805410669001,0.3941047884992,43.1785846740456,0.753608468913258,0.895371359565611,0.766048174354273,43.8913272942017,1.14650357987115,65.6898163232569
"10",10,"Brother",2022-07-09,0.528,4186,0.1,2025-04-13 10:00:00,330,19.9,21.7,2025-04-13 10:10:00,332,19.9,31,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,9.3,331,34.258224,72.4494163141994,TRUE,FALSE,FALSE,FALSE,26.35,19.9,6.45,10,10.1666666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,10.586971151941,10.7536378186077,10.6703044852744,TRUE,22.4688322289262,0.392155101472978,-11.1408654417686,-0.194444783480515,0.895371359565611,0.52535068592045,30.1003770675447,-0.364013880890162,-20.8564590591841
"11",11,"Brother",2022-07-09,0.528,4186,0.1,2025-04-13 10:10:00,332,19.9,31,2025-04-13 10:20:00,367,21.2,50,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,19,349.5,69.98992,140.180097281831,TRUE,FALSE,FALSE,TRUE,40.5,20.55,19.95,10.1666666666667,10.3333333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,10.7536378186077,10.9203044852744,10.836971151941,TRUE,22.4688322289262,0.392155101472978,-8.64086544176859,-0.150811552180656,0.895371359565611,0.516651493263931,29.6019500431549,-0.28489799137811,-16.3234524977202
"12",12,"Brother",2022-07-09,0.528,4186,0.9,2025-04-13 10:20:00,367,21.2,50,2025-04-13 10:30:00,637,21.2,49,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-1,502,-3.68368,-5.13660557768924,TRUE,TRUE,FALSE,TRUE,49.5,21.2,28.3,10.3333333333333,10.5,190,3.25348499467655,-5.27773088353717,35.2182691164628,10.9203044852744,11.086971151941,11.0036378186077,TRUE,22.4688322289262,0.392155101472978,-6.14086544176858,-0.107178320880798,0.895371359565611,0.510048586231713,29.2236313376916,-0.203885384864074,-11.6817720571119
"13",13,"Brother",2022-07-09,0.528,4186,1.6,2025-04-13 10:30:00,637,21.2,49,2025-04-13 10:40:00,178,22.5,44,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-5,407.5,-18.4184,-31.6389693251534,TRUE,TRUE,FALSE,TRUE,46.5,21.85,24.65,10.5,10.6666666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.086971151941,11.2536378186077,11.1703044852744,TRUE,22.4688322289262,0.392155101472978,-3.64086544176861,-0.0635450895809402,0.895371359565611,0.505629059373082,28.9704111012473,-0.121451992372122,-6.95868657637769
"14",14,"Brother",2022-07-09,0.528,4186,0.7,2025-04-13 10:40:00,178,22.5,44,2025-04-13 10:50:00,325,23.6,38,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-6,251.5,-22.10208,-61.5167236580517,TRUE,TRUE,FALSE,TRUE,41,23.05,17.95,10.6666666666667,10.8333333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.2536378186077,11.4203044852744,11.336971151941,TRUE,22.4688322289262,0.392155101472978,-1.14086544176859,-0.0199118582810816,0.895371359565611,0.503453706681995,28.8457725730956,-0.0381457370961158,-2.18558974202306
"15",15,"Brother",2022-07-09,0.528,4186,0.7,2025-04-13 10:50:00,325,23.6,38,2025-04-13 11:00:00,186,25.1,42,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,4,255.5,14.73472,40.369095890411,TRUE,TRUE,FALSE,TRUE,40,24.35,15.65,10.8333333333333,11,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.4203044852744,11.586971151941,11.5036378186077,TRUE,22.4688322289262,0.392155101472978,1.35913455823142,0.0237213730187769,0.895371359565611,0.503553219682474,28.8514742480297,0.0454388868282641,2.60345644103212
"16",16,"Brother",2022-07-09,0.528,4186,0,2025-04-13 11:00:00,186,25.1,42,2025-04-13 11:10:00,335,26,45,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,3,260.5,11.05104,29.6956928982726,TRUE,TRUE,FALSE,TRUE,43.5,25.55,17.95,11,11.1666666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.586971151941,11.7536378186077,11.6703044852744,TRUE,22.4688322289262,0.392155101472978,3.85913455823139,0.0673546043186345,0.895371359565611,0.505926183078051,28.9874350355353,0.128692152331866,7.37351718507058
"17",17,"Brother",2022-07-09,0.528,4186,2.3,2025-04-13 11:10:00,335,26,45,2025-04-13 11:20:00,335,27.5,41,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-4,335,-14.73472,-30.7889671641791,TRUE,TRUE,FALSE,TRUE,43,26.75,16.25,11.1666666666667,11.3333333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.7536378186077,11.9203044852744,11.836971151941,TRUE,22.4688322289262,0.392155101472978,6.35913455823141,0.110987835618493,0.895371359565611,0.51053916844224,29.251739627859,0.211022444028855,12.090695425389
"18",18,"Brother",2022-07-09,0.528,4186,0,2025-04-13 11:20:00,335,27.5,41,2025-04-13 11:30:00,401,27.3,44,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,3,368,11.05104,21.021,TRUE,TRUE,FALSE,TRUE,42.5,27.4,15.1,11.3333333333333,11.5,190,3.25348499467655,-5.27773088353717,35.2182691164628,11.9203044852744,12.086971151941,12.0036378186077,TRUE,22.4688322289262,0.392155101472978,8.85913455823142,0.154621066918352,0.895371359565611,0.517328911645794,29.6407632574002,0.291887220922056,16.7239058526365
"19",19,"Brother",2022-07-09,0.528,4186,0.1,2025-04-13 11:30:00,401,27.3,44,2025-04-13 11:40:00,98.2,25.2,39,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,2,-5,249.6,-18.4184,-51.6541666666667,TRUE,TRUE,FALSE,TRUE,41.5,26.25,15.25,11.5,11.6666666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,12.086971151941,12.2536378186077,12.1703044852744,TRUE,22.4688322289262,0.392155101472978,11.3591345582314,0.198254298218209,0.895371359565611,0.526206248742014,30.1493972063286,0.370817775322693,21.2462934944207
"20",20,"Brother",2022-07-09,0.528,4186,1,2025-04-13 14:15:00,408,23.6,22.7,2025-04-13 14:25:00,765,23.1,42,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,19.3,586.5,71.095024,84.8533960784314,TRUE,TRUE,FALSE,FALSE,32.35,23.35,9,14.25,14.4166666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,14.836971151941,15.0036378186077,14.9203044852744,FALSE,22.4688322289262,0.392155101472978,52.6091345582314,0.91820261466587,0.895371359565611,0.864372138356821,49.5248754565439,1.30611775527786,74.8350349245225
"21",21,"Brother",2022-07-09,0.528,4186,3.7,2025-04-13 14:25:00,765,23.1,42,2025-04-13 14:35:00,823,23.7,59,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,17,794,62.62256,55.20880604534,FALSE,TRUE,TRUE,TRUE,50.5,23.4,27.1,14.4166666666667,14.5833333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.0036378186077,15.1703044852744,15.086971151941,FALSE,22.4688322289262,0.392155101472978,55.1091345582314,0.961835845965729,0.895371359565611,0.890837780975935,51.0412450807207,1.34566794972687,77.1010941453723
"22",22,"Brother",2022-07-09,0.528,4186,0,2025-04-13 14:35:00,823,23.7,59,2025-04-13 14:45:00,825,23.5,59,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,824,0,0,TRUE,TRUE,TRUE,TRUE,59,23.6,35.4,14.5833333333333,14.75,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.1703044852744,15.336971151941,15.2536378186077,FALSE,22.4688322289262,0.392155101472978,57.6091345582314,1.00546907726559,0.895371359565611,0.917541109177278,52.5712330856103,1.38411151980303,79.3037484601514
"23",23,"Brother",2022-07-09,0.528,4186,1,2025-04-13 14:45:00,825,23.5,59,2025-04-13 14:55:00,867,23.1,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,3,846,11.05104,9.1438865248227,TRUE,TRUE,TRUE,TRUE,60.5,23.3,37.2,14.75,14.9166666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.336971151941,15.5036378186077,15.4203044852744,FALSE,22.4688322289262,0.392155101472978,60.1091345582314,1.04910230856544,0.895371359565611,0.944436758674202,54.1122402890472,1.42156103182281,81.4494474437093
"24",24,"Brother",2022-07-09,0.528,4186,1.8,2025-04-13 14:55:00,867,23.1,62,2025-04-13 15:05:00,749,23.5,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,808,0,0,TRUE,TRUE,FALSE,TRUE,62,23.3,38.7,14.9166666666667,15.0833333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.5036378186077,15.6703044852744,15.586971151941,FALSE,22.4688322289262,0.392155101472978,62.6091345582314,1.0927355398653,0.895371359565611,0.971482676262739,55.661857219929,1.45812122389451,83.5441921476053
"25",25,"Brother",2022-07-09,0.528,4186,2.9,2025-04-13 15:05:00,749,23.5,62,2025-04-13 15:15:00,739,23.5,62,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,0,744,0,0,FALSE,TRUE,TRUE,TRUE,62,23.5,38.5,15.0833333333333,15.25,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.6703044852744,15.836971151941,15.7536378186077,FALSE,22.4688322289262,0.392155101472978,65.1091345582314,1.13636877116516,0.895371359565611,0.998639680562447,57.2178389505209,1.49388949141083,85.5935629167855
"26",26,"Brother",2022-07-09,0.528,4186,2.1,2025-04-13 15:15:00,739,23.5,62,2025-04-13 15:25:00,841,24.6,72,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,790,36.8368,32.6402025316456,TRUE,TRUE,FALSE,TRUE,67,24.05,42.95,15.25,15.4166666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,15.836971151941,16.0036378186077,15.9203044852744,FALSE,22.4688322289262,0.392155101472978,67.6091345582314,1.18000200246502,0.895371359565611,1.02587106628792,58.7780824228833,1.52895641224597,87.6027494811586
"27",27,"Brother",2022-07-09,0.528,4186,3.3,2025-04-13 15:25:00,841,24.6,72,2025-04-13 15:35:00,996,23,60,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,-12,918.5,-44.20416,-33.6885269461078,FALSE,TRUE,FALSE,TRUE,66,23.8,42.2,15.4166666666667,15.5833333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,16.0036378186077,16.1703044852744,16.0869711519411,FALSE,22.4688322289262,0.392155101472978,70.1091345582315,1.22363523376488,0.895371359565611,1.05314224888126,60.3406060878124,1.56340628296568,89.5765816781694
"28",28,"Brother",2022-07-09,0.528,4186,1.4,2025-04-13 15:35:00,996,23,60,2025-04-13 15:45:00,777,21.9,70,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,886.5,36.8368,29.0871517202482,TRUE,TRUE,FALSE,TRUE,65,22.45,42.55,15.5833333333333,15.75,190,3.25348499467655,-5.27773088353717,35.2182691164628,16.1703044852744,16.336971151941,16.2536378186077,FALSE,22.4688322289262,0.392155101472978,72.6091345582314,1.26726846506474,0.895371359565611,1.08042044595268,61.9035316527307,1.59731764643903,91.5195596827264
"29",29,"Brother",2022-07-09,0.528,4186,1.1,2025-04-13 15:45:00,777,21.9,70,2025-04-13 15:55:00,801,23.7,80,"Oven","Soehnle ","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,3,10,789,36.8368,32.6815716096324,TRUE,TRUE,TRUE,TRUE,75,22.8,52.2,15.75,15.9166666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,16.336971151941,16.5036378186077,16.4203044852744,FALSE,22.4688322289262,0.392155101472978,75.1091345582314,1.31090169636459,0.895371359565611,1.10767439189937,63.4650677305538,1.63076379788917,93.4358830017744
"30",30,"Brother",2022-07-09,0.528,4186,0,2025-04-13 16:10:00,837,24,24,2025-04-13 16:20:00,643,23.3,57.6,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,33.6,740,123.771648,117.081288648649,TRUE,TRUE,FALSE,FALSE,40.8,23.65,17.15,16.1666666666667,16.3333333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,16.7536378186077,16.9203044852744,16.836971151941,FALSE,22.4688322289262,0.392155101472978,81.3591345582314,1.41998477461424,0.895371359565611,1.17550874128957,67.3516896566279,1.71278300759552,98.1352375569469
"31",31,"Brother",2022-07-09,0.528,4186,0,2025-04-13 16:20:00,643,23.3,57.6,2025-04-13 16:30:00,743,23.7,65.3,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,7.7,693,28.364336,28.6508444444444,TRUE,TRUE,TRUE,TRUE,61.45,23.5,37.95,16.3333333333333,16.5,190,3.25348499467655,-5.27773088353717,35.2182691164628,16.9203044852744,17.086971151941,17.0036378186077,FALSE,22.4688322289262,0.392155101472978,83.8591345582314,1.4636180059141,0.895371359565611,1.20244779177958,68.8951835537956,1.74511311682088,99.9876163667572
"32",32,"Brother",2022-07-09,0.528,4186,2,2025-04-13 16:30:00,743,23.7,65.3,2025-04-13 16:40:00,199,23.8,62.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,-3.09999999999999,471,-11.419408,-16.9715193205944,TRUE,TRUE,FALSE,TRUE,63.75,23.75,40,16.5,16.6666666666667,190,3.25348499467655,-5.27773088353717,35.2182691164628,17.086971151941,17.2536378186077,17.1703044852744,FALSE,22.4688322289262,0.392155101472978,86.3591345582314,1.50725123721396,0.895371359565611,1.22923439475929,70.4299428520253,1.77725483969448,101.829201433693
"33",33,"Brother",2022-07-09,0.528,4186,2,2025-04-13 16:40:00,199,23.8,62.2,2025-04-13 16:50:00,672,22.3,57.9,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,4,-4.3,435.5,-15.839824,-25.4601074626866,TRUE,TRUE,FALSE,TRUE,60.05,23.05,37,16.6666666666667,16.8333333333333,190,3.25348499467655,-5.27773088353717,35.2182691164628,17.2536378186077,17.4203044852744,17.336971151941,FALSE,22.4688322289262,0.392155101472978,88.8591345582314,1.55088446851382,0.895371359565611,1.25584169732022,71.9544289929942,1.80926015697498,103.662971035843
"34",34,"Brother",2022-07-12,0.528,4186,0,2025-04-13 11:10:00,713,24.1,33.6,2025-04-13 11:20:00,712,24.7,63.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,30.2,712.5,111.247136,109.295431859649,TRUE,TRUE,TRUE,TRUE,48.7,24.4,24.3,11.1666666666667,11.3333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,11.7474123240947,11.9140789907614,11.8307456574281,TRUE,22.0949273788723,0.385629230750363,6.17236972284204,0.107728174314003,0.895371359565611,0.516582806825479,29.5980146001218,0.203097154098973,11.6366097609893
"35",35,"Brother",2022-07-12,0.528,4186,0,2025-04-13 11:20:00,712,24.7,63.8,2025-04-13 11:30:00,768,25.4,70.2,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,6.40000000000001,740,23.575552,22.3011978378379,TRUE,TRUE,TRUE,TRUE,67,25.05,41.95,11.3333333333333,11.5,193,3.30512761363967,-5.65126055431591,34.8447394456841,11.9140789907614,12.0807456574281,11.9974123240947,TRUE,22.0949273788723,0.385629230750363,8.67236972284206,0.151361405613862,0.895371359565611,0.523155592196919,29.9746074615507,0.283415295087174,16.2385002579499
"36",36,"Brother",2022-07-12,0.528,4186,0,2025-04-13 11:30:00,768,25.4,70.2,2025-04-13 11:40:00,762,26,79.7,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,9.5,765,34.99496,32.0215320261438,TRUE,TRUE,TRUE,TRUE,74.95,25.7,49.25,11.5,11.6666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.0807456574281,12.2474123240947,12.1640789907614,TRUE,22.0949273788723,0.385629230750363,11.172369722842,0.19499463691372,0.895371359565611,0.531808056247439,30.4703571340342,0.361889039139324,20.7347145947279
"37",37,"Brother",2022-07-12,0.528,4186,0,2025-04-13 11:40:00,762,26,79.7,2025-04-13 11:50:00,866,26.3,82,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,2.3,814,8.47246399999999,7.2859027027027,TRUE,TRUE,FALSE,TRUE,80.85,26.15,54.7,11.6666666666667,11.8333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.2474123240947,12.4140789907614,12.3307456574281,TRUE,22.0949273788723,0.385629230750363,13.672369722842,0.238627868213578,0.895371359565611,0.542434477895606,31.0792062458006,0.438141326981422,25.1036488662969
"38",38,"Brother",2022-07-12,0.528,4186,0,2025-04-13 11:50:00,866,26.3,82,2025-04-13 12:00:00,684,27.2,83.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,1.09999999999999,775,4.05204799999998,3.65991432258063,TRUE,TRUE,FALSE,TRUE,82.55,26.75,55.8,11.8333333333333,12,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.4140789907614,12.5807456574281,12.4974123240947,TRUE,22.0949273788723,0.385629230750363,16.1723697228421,0.282261099513437,0.895371359565611,0.554913835470796,31.7942207658935,0.511887479354818,29.3289921526211
"39",39,"Brother",2022-07-12,0.528,4186,1,2025-04-13 12:00:00,684,27.2,83.1,2025-04-13 12:10:00,640,27.4,81.1,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,-2,662,-7.36736,-7.79025981873112,TRUE,TRUE,TRUE,TRUE,82.1,27.3,54.8,12,12.1666666666667,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.5807456574281,12.7474123240947,12.6640789907614,TRUE,22.0949273788723,0.385629230750363,18.672369722842,0.325894330813294,0.895371359565611,0.569115267213886,32.6079028678157,0.582934675858308,33.3996966585078
"40",40,"Brother",2022-07-12,0.528,4186,0,2025-04-13 12:10:00,640,27.4,81.1,2025-04-13 12:20:00,914,27.3,90.8,"Digital6802II","Digital kitchen scale HYC-03","AnometerRoHS","Tenmars206","BrotherCookupXL",51.301,4.876,1,"AluFoli",4,0,NA,0,"LB",600,10,5,9.7,777,35.731696,32.1907171171171,TRUE,TRUE,FALSE,TRUE,85.95,27.35,58.6,12.1666666666667,12.3333333333333,193,3.30512761363967,-5.65126055431591,34.8447394456841,12.7474123240947,12.9140789907614,12.8307456574281,TRUE,22.0949273788723,0.385629230750363,21.172369722842,0.369527562113153,0.895371359565611,0.584903085005629,33.5124781950042,0.651175132476743,37.3095868147896
